subject_number,signs_condition,signs_up,type_signs_acad_rel,signs,aisle,conv_initiate,turns,valence,product_points,product_names,product_asks_q,product_describes_features,product_puts_in_cart,reference_points,reference_q1,reference_q2,reference_elaborates,number_uses_number,number_elicits_number,number_counts_no_point,number_counts_with_point,number_total,color_points,color_uses_word,color_elicits_word,shape_points,shape_uses_word,shape_elicits_word,color_shape_total,num_col_shape_talk,one_word_gives_answer,one_word_elicits,one_word_elaborates,number_adults,adult1gender,adult2gender,adult3gender,adult4gender,number_children,child1gender,child2gender,child3gender,child4gender,target_child_age,other_children_ages,re,language_spoken,observ_length,coder
38,no signs,no signs 1,NA,NA,produce,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,m,f,NA,NA,5,NA,latinx,spanish,3,as
39,no signs,no signs 1,NA,NA,dry goods,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,1,f,NA,NA,NA,9,NA,latinx,english,2,rj
39,no signs,no signs 1,NA,NA,freezer,child,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,1,f,NA,NA,NA,10,NA,latinx,english,2,le
39,no signs,no signs 1,NA,NA,bread,child,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,1,f,NA,NA,NA,10,NA,black,english,1,yc
40,no signs,no signs 1,NA,NA,dry goods,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,3,NA,latinx,spanish,3,rj
40,no signs,no signs 1,NA,NA,freezer,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,3,NA,latinx,spanish,1,le
40,no signs,no signs 1,NA,NA,bread,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,3,NA,latinx,spanish,2,yc
40,no signs,no signs 1,NA,NA,produce,NA,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,NA,NA,latinx,NA,2,as
41,no signs,no signs 1,NA,NA,produce,child,16+,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,f,NA,NA,2,m,m,NA,NA,2,5,latinx,spanish,2,as
42,no signs,no signs 1,NA,NA,dry goods,parent,0-5,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,f,m,NA,NA,6,NA,white,english,2,rj
42,no signs,no signs 1,NA,NA,freezer,child,0-5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,7,NA,white,english,2,le
42,no signs,no signs 1,NA,NA,produce,parent,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,4,NA,white,english,2,as
43,no signs,no signs 1,NA,NA,dry goods,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,3,NA,latinx,spanish,2,rj
43,no signs,no signs 1,NA,NA,freezer,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,NA,f,NA,NA,NA,NA,NA,latinx,NA,2,le
43,no signs,no signs 1,NA,NA,bread,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,4,NA,latinx,spanish,2,yc
43,no signs,no signs 1,NA,NA,produce,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,3,NA,latinx,spanish,3,as
44,no signs,no signs 1,NA,NA,dry goods,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,7,NA,latinx,spanish,2,rj
44,no signs,no signs 1,NA,NA,freezer,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,7,NA,latinx,english and spanish,1,le
44,no signs,no signs 1,NA,NA,bread,NA,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,6,NA,latinx,spanish,1,yc
44,no signs,no signs 1,NA,NA,produce,NA,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,NA,NA,latinx,spanish,3,as
45,no signs,no signs 1,NA,NA,dry goods,parent,0-5,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,7,NA,multiracial,english,4,rj
45,no signs,no signs 1,NA,NA,bread,child,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,8,NA,black,english,2,yc
45,no signs,no signs 1,NA,NA,produce,parent,0-5,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,5,NA,multiracial,english,3,as
45,no signs,no signs 1,NA,NA,freezer,child,6-15,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,f,NA,NA,1,m,NA,NA,NA,7,NA,multiracial,english,NA,le
46,no signs,no signs 1,NA,NA,dry goods,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,2,f,f,NA,NA,9,NA,latinx,english,2,rj
46,no signs,no signs 1,NA,NA,freezer,child,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,2,f,f,NA,NA,8,NA,latinx,english and spanish,2,le
46,no signs,no signs 1,NA,NA,bread,child,0-5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,2,f,f,NA,NA,7,NA,latinx,spanish,1,yc
46,no signs,no signs 1,NA,NA,produce,child,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,2,f,f,NA,NA,7,1,latinx,english and spanish,3,as
47,no signs,no signs 1,NA,NA,dry goods,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,m,f,NA,NA,4,NA,white,english,2,rj
47,no signs,no signs 1,NA,NA,freezer,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,f,m,NA,NA,5,NA,white,english,2,le
47,no signs,no signs 1,NA,NA,bread,volunteer,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,2,m,f,NA,NA,4,NA,latinx,spanish,2,yc
47,no signs,no signs 1,NA,NA,produce,child,6-15,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,m,f,NA,NA,3,6,latinx,spanish,2,as
48,no signs,no signs 1,NA,NA,freezer,child,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,3,NA,asian,english,2,le
48,no signs,no signs 1,NA,NA,bread,child,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,4,NA,asian,english,2,yc
48,no signs,no signs 1,NA,NA,produce,child,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,3,NA,asian,english,3,as
50,no signs,no signs 1,NA,NA,dry goods,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,5,NA,asian,english,2,rj
51,up,signs up 2,academically relevant,number,freezer,volunteer,16+,very positive,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,10,NA,latinx,english,2,as
51,up,signs up 2,academically relevant,colors & shapes,bread,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,10,NA,latinx,english and spanish,2,af
51,up,signs up 2,non-academically relevant,one word answers,produce,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,f,NA,NA,NA,1,f,NA,NA,NA,10,NA,latinx,english and spanish,4,yc
52,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,2,m,NA,NA,NA,3,NA,latinx,spanish,1,sp
52,up,signs up 2,academically relevant,number,freezer,volunteer,0-5,positive,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,f,m,NA,NA,2,m,NA,NA,NA,2,NA,latinx,spanish,1,as
52,up,signs up 2,academically relevant,colors & shapes,bread,child,0-5,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,2,m,f,NA,NA,NA,NA,latinx,spanish,2,af
52,up,signs up 2,non-academically relevant,one word answers,produce,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,2,m,NA,NA,NA,3,NA,latinx,NA,2,yc
53,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,very positive,0,1,0,0,0,1,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,m,NA,NA,NA,1,f,NA,NA,NA,9,NA,latinx,english,1,as
54,up,signs up 2,academically relevant,colors & shapes,bread,child,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,NA,NA,NA,NA,1,af
55,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,latinx,NA,1,sp
56,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,4,7,latinx,english,3,sp
56,up,signs up 2,non-academically relevant,one word answers,produce,volunteer,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,4,NA,latinx,spanish,3,yc
57,up,signs up 2,non-academically relevant,pronouncements,dry goods,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,2,f,NA,NA,NA,8,NA,latinx,spanish,2,sp
57,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,NA,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,2,NA,NA,NA,NA,8,NA,latinx,english,3,as
57,up,signs up 2,academically relevant,colors & shapes,bread,parent,6-15,neutral,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,0,0,1,f,NA,NA,NA,2,f,m,NA,NA,7,3,NA,spanish,2,af
57,up,signs up 2,non-academically relevant,one word answers,produce,volunteer,6-15,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,f,NA,NA,NA,2,f,NA,NA,NA,6,NA,latinx,english and spanish,2,yc
58,up,signs up 2,non-academically relevant,pronouncements,dry goods,parent,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,black,english,2,sp
58,up,signs up 2,non-academically relevant,one word answers,produce,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,f,NA,NA,NA,2,NA,black,english,2,yc
58,up,signs up 2,academically relevant,colors & shapes,bread,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,f,m,NA,NA,3,1,black,english,NA,af
59,up,signs up 2,non-academically relevant,pronouncements,dry goods,parent,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,4,NA,white,english,2,sp
59,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,positive,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,1,f,NA,NA,NA,4,NA,white,english,2,as
59,up,signs up 2,academically relevant,colors & shapes,bread,volunteer,6-15,neutral,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,2,2,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,4,NA,white,english,1,af
59,up,signs up 2,non-academically relevant,one word answers,produce,volunteer,6-15,neutral,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,f,NA,NA,NA,1,f,NA,NA,NA,4,NA,white,english,3,yc
60,up,signs up 2,non-academically relevant,pronouncements,dry goods,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,9,NA,latinx,NA,2,sp
60,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,very positive,0,1,0,0,0,1,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,10,NA,latinx,english,2,as
60,up,signs up 2,academically relevant,colors & shapes,bread,child,6-15,neutral,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,3,3,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,8,NA,latinx,english,2,af
60,up,signs up 2,non-academically relevant,one word answers,produce,volunteer,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,f,m,NA,NA,1,m,NA,NA,NA,8,NA,latinx,english and spanish,2,yc
61,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,very positive,0,1,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,english and spanish,2,as
61,up,signs up 2,academically relevant,colors & shapes,bread,volunteer,6-15,neutral,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,2,2,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,4,NA,latinx,english and spanish,2,af
61,up,signs up 2,non-academically relevant,one word answers,produce,volunteer,6-15,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,f,NA,NA,NA,1,f,NA,NA,NA,9,NA,latinx,english and spanish,1,yc
62,up,signs up 2,non-academically relevant,pronouncements,dry goods,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,f,NA,NA,NA,NA,NA,latinx,english,3,sp
62,up,signs up 2,non-academically relevant,one word answers,produce,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,m,NA,NA,NA,3,NA,latinx,english and spanish,2,yc
63,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,NA,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,9,NA,latinx,english,2,sp
63,up,signs up 2,academically relevant,number,freezer,volunteer,16+,very positive,0,1,0,0,0,1,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,3,0,0,0,1,f,NA,NA,NA,2,m,NA,NA,NA,8,NA,latinx,english,2,as
63,up,signs up 2,academically relevant,colors & shapes,bread,volunteer,6-15,neutral,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,3,3,0,0,0,1,f,NA,NA,NA,2,m,f,NA,NA,8,NA,latinx,english,2,af
63,up,signs up 2,non-academically relevant,one word answers,produce,child,16+,neutral,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,2,m,NA,NA,NA,NA,NA,latinx,english and spanish,4,yc
64,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,8,NA,latinx,english and spanish,2,sp
64,up,signs up 2,non-academically relevant,one word answers,produce,volunteer and parent,6-15,neutral,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,2,f,f,NA,NA,1,m,NA,NA,NA,NA,NA,latinx,spanish,4,yc
65,up,signs up 2,non-academically relevant,pronouncements,dry goods,child,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,2,f,NA,NA,NA,8,NA,latinx,english,2,sp
65,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,very positive,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,3,f,NA,NA,NA,NA,NA,latinx,spanish,2,as
65,up,signs up 2,academically relevant,colors & shapes,bread,volunteer,0-5,neutral,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,f,m,NA,NA,6,NA,NA,NA,1,af
65,up,signs up 2,non-academically relevant,one word answers,produce,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,f,m,NA,NA,1,f,NA,NA,NA,6,NA,latinx,english,3,yc
66,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,white,english,1,sp
66,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,positive,0,1,0,0,0,1,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,6,NA,white,english,2,as
66,up,signs up 2,academically relevant,colors & shapes,bread,volunteer,6-15,neutral,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,2,2,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,6,NA,white,english,1,af
66,up,signs up 2,non-academically relevant,one word answers,produce,parent,6-15,neutral,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,f,m,NA,NA,1,m,NA,NA,NA,4,NA,white,english,3,yc
67,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,3,m,NA,NA,NA,8,"12,3 (?)",latinx,spanish,2,sp
67,up,signs up 2,academically relevant,colors & shapes,bread,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,3,m,m,m,NA,8,"6,3",NA,NA,NA,af
68,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,10,NA,latinx,NA,1,sp
68,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,very positive,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,10,NA,latinx,english,3,as
69,up,signs up 2,academically relevant,number,freezer,volunteer,16+,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,NA,m,NA,NA,NA,NA,NA,latinx,spanish,1,as
69,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,NA,NA,latinx,english,1,sp
70,up,signs up 2,non-academically relevant,pronouncements,dry goods,parent,6-15,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,8,NA,latinx,english,1,sp
70,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,positive,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,9,NA,NA,NA,2,as
70,up,signs up 2,academically relevant,colors & shapes,bread,volunteer and child,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,8,NA,NA,english,2,af
70,up,signs up 2,non-academically relevant,one word answers,produce,child,16+,neutral,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,6,NA,latinx,english,5,yc
71,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,2,f,NA,NA,NA,6,NA,white,english,1,sp
71,up,signs up 2,academically relevant,number,freezer,volunteer,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,4,NA,white,english,1,as
71,up,signs up 2,academically relevant,colors & shapes,bread,volunteer,6-15,neutral,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,0,0,1,f,NA,NA,NA,2,f,m,NA,NA,6,NA,white,english,2,af
72,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,8,NA,latinx,NA,2,sp
73,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,positive,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,7,NA,latinx,english,1,as
74,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,NA,NA,NA,NA,3,8,latinx,spanish,1,sp
74,up,signs up 2,academically relevant,colors & shapes,bread,volunteer,6-15,neutral,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,1,f,NA,NA,NA,2,f,NA,NA,NA,3,8,latinx,english,1,af
74,up,signs up 2,non-academically relevant,one word answers,produce,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,f,NA,NA,NA,5,NA,latinx,spanish,2,yc
75,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,0-5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,3,NA,latinx,NA,2,sp
75,up,signs up 2,non-academically relevant,one word answers,produce,volunteer,0-5,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,f,NA,NA,NA,1,m,NA,NA,NA,4,NA,latinx,english,2,yc
76,up,signs up 2,non-academically relevant,pronouncements,dry goods,parent,0-5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,4,NA,white,english,1,sp
76,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,very positive,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,3,NA,white,english,2,as
76,up,signs up 2,academically relevant,colors & shapes,bread,parent,6-15,neutral,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,3,3,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,4,NA,white,english,2,af
77,up,signs up 2,non-academically relevant,pronouncements,dry goods,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,latinx,english,2,sp
